"website_id","date_int","months","D1","D2","D3","D4","D5","D6","impressions"
"56","1","7","0","0","0","0","0","1","32255"
"56","2","7","0","0","0","0","0","0","27452"
"56","3","7","1","0","0","0","0","0","31617"
"56","4","7","0","1","0","0","0","0","55767"
"56","5","7","0","0","1","0","0","0","49450"
"56","6","7","0","0","0","1","0","0","42690"
"56","7","7","0","0","0","0","1","0","29532"
"56","8","7","0","0","0","0","0","1","37421"
"56","9","7","0","0","0","0","0","0","24178"
"56","10","7","1","0","0","0","0","0","31228"
"56","11","7","0","1","0","0","0","0","56734"
"56","12","7","0","0","1","0","0","0","52335"
"56","13","7","0","0","0","1","0","0","51022"
"56","14","7","0","0","0","0","1","0","49066"
"56","15","7","0","0","0","0","0","1","43444"
"56","16","7","0","0","0","0","0","0","27127"
"56","17","7","1","0","0","0","0","0","32059"
"56","18","7","0","1","0","0","0","0","62424"
"56","19","7","0","0","1","0","0","0","59331"
"56","20","7","0","0","0","1","0","0","56601"
"56","21","7","0","0","0","0","1","0","54946"
"56","22","7","0","0","0","0","0","1","47722"
"56","23","8","0","0","0","0","0","0","29802"
"56","24","8","1","0","0","0","0","0","36414"
"56","25","8","0","1","0","0","0","0","65066"
"56","26","8","0","0","1","0","0","0","59780"
"56","27","8","0","0","0","1","0","0","59140"
"56","28","8","0","0","0","0","1","0","55567"
"56","29","8","0","0","0","0","0","1","51031"
"56","30","8","0","0","0","0","0","0","31448"
"56","31","8","1","0","0","0","0","0","37788"
"56","32","8","0","1","0","0","0","0","66489"
"56","33","8","0","0","1","0","0","0","61441"
"56","34","8","0","0","0","1","0","0","59398"
"56","35","8","0","0","0","0","1","0","58241"
"56","36","8","0","0","0","0","0","1","44911"
"56","37","8","0","0","0","0","0","0","27970"
"56","38","8","1","0","0","0","0","0","35631"
"56","39","8","0","1","0","0","0","0","68970"
"56","40","8","0","0","1","0","0","0","64275"
"56","41","8","0","0","0","1","0","0","59249"
"56","42","8","0","0","0","0","1","0","55688"
"56","43","8","0","0","0","0","0","1","47885"
"56","44","8","0","0","0","0","0","0","27512"
"56","45","8","1","0","0","0","0","0","34285"
"56","46","8","0","1","0","0","0","0","66097"
"56","47","8","0","0","1","0","0","0","61460"
"56","48","8","0","0","0","1","0","0","58213"
"56","49","8","0","0","0","0","1","0","55065"
"56","50","8","0","0","0","0","0","1","47045"
