"website_id","date_int","months","D1","D2","D3","D4","D5","D6","impressions"
"98","189","1","0","0","0","0","1","0","18411"
"98","190","1","0","0","0","0","0","1","16073"
"98","191","1","0","0","0","0","0","0","12389"
"98","192","1","1","0","0","0","0","0","12924"
"98","193","1","0","1","0","0","0","0","19253"
"98","194","1","0","0","1","0","0","0","19620"
"98","195","1","0","0","0","1","0","0","17720"
"98","196","1","0","0","0","0","1","0","17519"
"98","197","1","0","0","0","0","0","1","15473"
"98","198","1","0","0","0","0","0","0","11109"
