"website_id","date_int","months","D1","D2","D3","D4","D5","D6","impressions"
"43","189","1","0","0","0","0","1","0","196545"
"43","190","1","0","0","0","0","0","1","166792"
"43","191","1","0","0","0","0","0","0","97001"
"43","192","1","1","0","0","0","0","0","128650"
"43","193","1","0","1","0","0","0","0","227707"
"43","194","1","0","0","1","0","0","0","208298"
"43","195","1","0","0","0","1","0","0","201237"
"43","196","1","0","0","0","0","1","0","199418"
"43","197","1","0","0","0","0","0","1","168121"
"43","198","1","0","0","0","0","0","0","101742"
