"website_id","date_int","months","D1","D2","D3","D4","D5","D6","impressions"
"99","1","7","0","0","0","0","0","1","12422"
"99","2","7","0","0","0","0","0","0","8521"
"99","3","7","1","0","0","0","0","0","8258"
"99","4","7","0","1","0","0","0","0","16017"
"99","5","7","0","0","1","0","0","0","14240"
"99","6","7","0","0","0","1","0","0","14880"
"99","7","7","0","0","0","0","1","0","13607"
"99","8","7","0","0","0","0","0","1","12911"
"99","9","7","0","0","0","0","0","0","9398"
"99","10","7","1","0","0","0","0","0","8337"
"99","11","7","0","1","0","0","0","0","16730"
"99","12","7","0","0","1","0","0","0","16247"
"99","13","7","0","0","0","1","0","0","14557"
"99","14","7","0","0","0","0","1","0","13660"
"99","15","7","0","0","0","0","0","1","13095"
"99","16","7","0","0","0","0","0","0","8072"
"99","17","7","1","0","0","0","0","0","8715"
"99","18","7","0","1","0","0","0","0","17187"
"99","19","7","0","0","1","0","0","0","15937"
"99","20","7","0","0","0","1","0","0","15136"
"99","21","7","0","0","0","0","1","0","14358"
"99","22","7","0","0","0","0","0","1","12785"
"99","23","8","0","0","0","0","0","0","8663"
"99","24","8","1","0","0","0","0","0","8563"
"99","25","8","0","1","0","0","0","0","16289"
"99","26","8","0","0","1","0","0","0","16398"
"99","27","8","0","0","0","1","0","0","15714"
"99","28","8","0","0","0","0","1","0","16463"
"99","29","8","0","0","0","0","0","1","14281"
"99","30","8","0","0","0","0","0","0","9651"
"99","31","8","1","0","0","0","0","0","9205"
"99","32","8","0","1","0","0","0","0","16537"
"99","33","8","0","0","1","0","0","0","16523"
"99","34","8","0","0","0","1","0","0","16161"
"99","35","8","0","0","0","0","1","0","15172"
"99","36","8","0","0","0","0","0","1","13363"
"99","37","8","0","0","0","0","0","0","9286"
"99","38","8","1","0","0","0","0","0","8647"
"99","39","8","0","1","0","0","0","0","16853"
"99","40","8","0","0","1","0","0","0","16274"
"99","41","8","0","0","0","1","0","0","16050"
"99","42","8","0","0","0","0","1","0","15763"
"99","43","8","0","0","0","0","0","1","13530"
"99","44","8","0","0","0","0","0","0","9239"
"99","45","8","1","0","0","0","0","0","9753"
"99","46","8","0","1","0","0","0","0","17744"
"99","47","8","0","0","1","0","0","0","16306"
"99","48","8","0","0","0","1","0","0","15451"
"99","49","8","0","0","0","0","1","0","14901"
"99","50","8","0","0","0","0","0","1","13517"
"99","51","8","0","0","0","0","0","0","9167"
"99","52","8","1","0","0","0","0","0","9336"
