"website_id","date_int","months","D1","D2","D3","D4","D5","D6","impressions"
"99","189","1","0","0","0","0","1","0","14999"
"99","190","1","0","0","0","0","0","1","13777"
"99","191","1","0","0","0","0","0","0","9549"
"99","192","1","1","0","0","0","0","0","9183"
"99","193","1","0","1","0","0","0","0","18079"
"99","194","1","0","0","1","0","0","0","16775"
"99","195","1","0","0","0","1","0","0","16570"
"99","196","1","0","0","0","0","1","0","15587"
"99","197","1","0","0","0","0","0","1","13844"
"99","198","1","0","0","0","0","0","0","9963"
